Table 4：领券后15天内使用预测结果,,,
用户ID,优惠券ID,领取优惠券日期,领券后15天内使用预测
5919381,13602,20160706,0.040903229
4352661,8059,20160727,0.094944617
5667477,2978,20160725,0.030291417
5154453,13946,20160723,0.160694602
4638357,10342,20160718,0.168753055
5950101,785,20160729,0.101843117
7307925,13602,20160722,0.017349098
7307925,8059,20160704,0.061577201
6558357,9983,20160725,0.0158278
6561429,9983,20160725,0.010972602
6561429,13602,20160717,0.017093885
6303381,8059,20160723,0.061350429
6303381,6120,20160715,0.053987014
7357077,10418,20160703,0.019908019
6850197,11894,20160729,0.037352931
6850197,1904,20160729,0.037352931
7114389,5840,20160730,0.010465094
5025429,9983,20160701,0.020504694
5025429,10418,20160701,0.029314656
5025429,13602,20160725,0.060183099
7132821,10418,20160722,0.012142713
7151253,8059,20160702,0.097389466
4801173,2978,20160725,0.032077132
6647445,1904,20160720,0.037352931
4816533,9983,20160727,0.007759175
4816533,13602,20160714,0.040967498
6678165,10418,20160704,0.019908019
5630613,3429,20160713,0.072081946
6434457,9983,20160724,0.014640655
4634265,8059,20160722,0.062240567
4634265,13602,20160723,0.024750777
5442201,3992,20160703,0.09142934
6541977,13602,20160713,0.040967498
7346841,708,20160703,0.049380695
6563481,8306,20160708,0.111782943
5780121,6647,20160724,0.07370048
4996761,8499,20160723,0.127162298
4474521,611,20160723,0.078069025
4474521,3217,20160723,0.078069025
7104153,13602,20160727,0.040903229
5294745,4073,20160716,0.140876886
5052057,10418,20160715,0.008865444
6133401,2601,20160705,0.025795225
7199385,2002,20160711,0.03737712
7199385,2002,20160716,0.03737712
7199385,2002,20160719,0.03737712
5896857,3594,20160717,0.037344201
5379741,10418,20160704,0.016527377
6178461,13602,20160725,0.017093885
6703773,9983,20160715,0.023737228
4869789,13320,20160729,0.049423613
5398173,13602,20160723,0.230678386
6974109,7375,20160731,0.051861327
6974109,2002,20160716,0.036828603
7308957,9559,20160718,0.078302924
6528669,11472,20160715,0.035772613
6273693,13602,20160723,0.04127799
6273693,10438,20160729,0.028500061
6544029,1950,20160712,0.038724394
4464285,13602,20160719,0.040903229
4243101,9983,20160710,0.018697502
6359709,3558,20160715,0.090707982
5585565,10438,20160717,0.037574678
6906525,10438,20160703,0.028500061
5613213,1904,20160715,0.048523999
5613213,11894,20160718,0.048523999
5613213,11894,20160715,0.048523999
6985377,13602,20160723,0.040903229
4377249,4914,20160709,0.295502474
5959329,13602,20160712,0.030123974
7283361,9422,20160726,0.067697029
7022241,3429,20160720,0.118458061
7022241,8059,20160710,0.097389466
5983905,13602,20160726,0.040967498
5461665,13602,20160704,0.017093885
4687521,6134,20160715,0.118458061
4687521,3429,20160721,0.118458061
4687521,13602,20160726,0.040903229
6315681,10418,20160703,0.012142713
6318753,13602,20160725,0.115565256
5575329,10418,20160710,0.017626456
5575329,2978,20160713,0.032592811
5894817,9983,20160727,0.012684092
6686373,3424,20160727,0.214564894
4385445,9149,20160726,0.045865682
5211813,3561,20160706,0.100745818
7055013,9983,20160713,0.01866749
5264037,2978,20160731,0.021507006
5264037,10418,20160710,0.012142713
6342309,13602,20160705,0.024750777
6342309,10438,20160707,0.034581578
4875945,3429,20160705,0.118458061
7238313,13602,20160719,0.114914264
5146281,10438,20160713,0.033773996
4362921,11894,20160709,0.048086752
4362921,1904,20160709,0.048086752
4362921,8059,20160728,0.08300851
5438121,2002,20160704,0.032025304
4974249,13602,20160720,0.017156521
4974249,4509,20160726,0.099900152
4974249,9983,20160725,0.058537871
4974249,8059,20160703,0.097389466
7355049,13602,20160702,0.051348037
5521065,9983,20160715,0.007730577
5008041,2698,20160704,0.159682261
5008041,13602,20160701,0.040967498
5815977,12429,20160719,0.056841462
5063337,13602,20160722,0.051348037
5871273,2196,20160703,0.135349068
4337325,13602,20160714,0.036266462
6457005,8224,20160724,0.085227792
6721197,13602,20160705,0.040903229
7261869,13602,20160715,0.041342822
5175981,9983,20160725,0.035686211
7274157,8499,20160721,0.23303988
4429485,10418,20160705,0.010872118
5507757,10418,20160704,0.016527377
4472493,8181,20160728,0.065214018
7138989,13602,20160702,0.051348037
5621421,9983,20160729,0.007730577
5891757,12465,20160730,0.055560392
5891757,13602,20160718,0.03235631
7206573,9983,20160715,0.007832745
7206573,4983,20160705,0.158722661
7206573,13602,20160725,0.030512995
5393073,13602,20160706,0.040903229
6723249,13602,20160724,0.040967498
5946033,2978,20160703,0.020998113
4637361,613,20160715,0.046387254
4658865,9983,20160701,0.02357387
4658865,13602,20160701,0.030123974
5469873,11463,20160701,0.070101434
4966065,2978,20160731,0.021708078
4966065,10418,20160710,0.012123623
4966065,10438,20160722,0.028500061
4966065,13602,20160729,0.017282206
6818481,2978,20160717,0.038513888
6339249,10418,20160718,0.010872118
6339249,13602,20160720,0.017093885
6339249,10438,20160721,0.028809602
5379765,6134,20160726,0.219050463
4614837,13602,20160711,0.040903229
5935797,13602,20160704,0.040903229
6494901,8059,20160707,0.08300851
7026357,10547,20160722,0.105328703
7293621,9553,20160722,0.267804448
7293621,9553,20160722,0.267804448
7293621,9553,20160704,0.267804448
7293621,9553,20160704,0.267804448
6805173,5547,20160707,0.018735435
6024885,2601,20160701,0.028304957
6550197,2978,20160712,0.025096186
6550197,10418,20160712,0.012142713
5296821,13602,20160726,0.017093885
5081781,13602,20160723,0.030171839
5375673,13602,20160722,0.017093885
4598457,13602,20160722,0.040903229
6189753,13602,20160729,0.024525206
6724281,13602,20160724,0.030123974
4398777,10418,20160705,0.019908019
4398777,13602,20160730,0.040903229
5197497,13602,20160729,0.040967498
5206713,10775,20160702,0.049030107
4945593,2978,20160723,0.034311051
4945593,13602,20160715,0.030403104
7341753,10438,20160703,0.033773996
6837945,9824,20160716,0.08165515
4251321,10096,20160704,0.458317168
4251321,11806,20160704,0.458317168
6364857,9983,20160713,0.02357387
6364857,13602,20160721,0.051348037
7163577,7675,20160722,0.123218367
6392505,13602,20160715,0.040903229
4567737,4509,20160720,0.113523116
7200441,13602,20160714,0.024750777
4586169,9983,20160710,0.013722982
4586169,8059,20160717,0.073721158
6201021,13602,20160715,0.030232887
6744765,3992,20160722,0.046246522
5178045,13602,20160727,0.040903229
4422333,13602,20160719,0.042216109
5734077,9983,20160717,0.008640581
5211837,9983,20160703,0.00997348
5211837,13602,20160726,0.034821988
4440765,9983,20160716,0.012144885
4440765,8059,20160720,0.075409383
5752509,9983,20160711,0.011241315
6606525,13602,20160703,0.024750777
4511421,10418,20160706,0.022609488
6886077,13602,20160723,0.04127799
5331645,11799,20160713,0.019382177
5598909,9983,20160710,0.015276056
6133437,13602,20160705,0.040903229
5092029,13602,20160725,0.059122163
6709953,9252,20160727,0.038939293
6467265,6500,20160706,0.087807424
6467265,6500,20160707,0.087807424
5690049,9983,20160710,0.011241315
5690049,13602,20160723,0.030123974
5966529,6546,20160712,0.218592544
5453505,9983,20160730,0.011241315
4961985,4811,20160721,0.118936149
4961985,11266,20160727,0.118936149
6101697,9983,20160703,0.007730577
6101697,13602,20160703,0.024750777
4796097,13602,20160723,0.024392348
6894273,12509,20160718,0.108046204
4301505,12509,20160706,0.081033006
6168261,9983,20160715,0.012130409
6168261,4277,20160722,0.052305391
6168261,8059,20160715,0.179500109
7019205,9056,20160722,0.078622452
7289541,3771,20160706,0.135460261
4936389,10418,20160703,0.012142713
4936389,10438,20160711,0.028809602
4936389,2978,20160731,0.021507006
6263493,9983,20160703,0.036982167
6788805,3429,20160702,0.118458061
6788805,8059,20160702,0.097389466
6321861,11239,20160714,0.027768016
4254405,9983,20160730,0.062587179
4533957,13602,20160731,0.040903229
6404805,13602,20160703,0.024525206
6143685,11799,20160728,0.015051819
6431433,9983,20160706,0.007730577
6431433,10418,20160704,0.019908019
6956745,13602,20160718,0.017121411
6956745,9983,20160726,0.018697502
7254729,7151,20160701,0.073315308
5439177,8648,20160726,0.736735125
5439177,4698,20160726,0.184652063
6495945,3992,20160706,0.025387381
4410057,9983,20160725,0.01377344
4410057,8059,20160722,0.083167298
4410057,3429,20160726,0.061202402
7036617,3992,20160730,0.041268854
4428489,13428,20160727,0.145351371
4483785,13602,20160712,0.024750777
5343945,9983,20160728,0.010990381
5371593,10418,20160710,0.016527377
6694605,10438,20160711,0.028809602
7007949,13602,20160718,0.024750777
5972685,3429,20160713,0.081180889
6544077,6477,20160719,0.415580274
6544077,8012,20160719,0.050116069
5011149,13602,20160720,0.017093885
4808397,9983,20160717,0.046561508
5871309,102,20160713,0.041634925
7192269,9983,20160710,0.007743144
4577997,3992,20160706,0.034388133
4316877,1298,20160719,0.091692658
4316877,13027,20160727,0.050554012
4316877,13602,20160725,0.040967498
4316877,1298,20160716,0.091692658
4316877,7083,20160727,0.159037873
4319949,13602,20160706,0.040903229
4589265,8375,20160724,0.040850311
6466257,12992,20160703,0.074787536
5947089,2978,20160715,0.032077132
5959377,11799,20160719,0.012257622
7301841,10418,20160728,0.008851461
6810321,13602,20160716,0.065580703
6810321,10654,20160730,0.047947563
5790417,2418,20160702,0.040903229
5790417,3429,20160703,0.118458061
5790417,8059,20160702,0.097389466
5824209,13602,20160728,0.047376281
5824209,1089,20160719,0.087662505
6626001,6465,20160716,0.125093622
6626001,9462,20160716,0.125093622
4858581,11799,20160716,0.015051819
6965973,13602,20160723,0.051348037
4904661,3429,20160723,0.066863566
5694165,8059,20160712,0.094944617
5694165,3429,20160728,0.103895183
5694165,3978,20160719,0.231826715
5174997,5239,20160702,0.120729121
4677333,13602,20160721,0.040903229
7319253,2601,20160706,0.020253914
5491413,10418,20160705,0.019908019
7085781,9983,20160704,0.013874691
7085781,10418,20160705,0.019876968
7162581,2978,20160727,0.032077132
7174869,13602,20160725,0.017121411
5371605,13602,20160701,0.024167026
4651737,13602,20160722,0.030123974
7014105,9983,20160711,0.010972602
4470489,11799,20160711,0.01704223
7112409,9983,20160728,0.02357387
5017305,9149,20160711,0.056881724
4252377,3429,20160705,0.118458061
6875865,13602,20160723,0.114914264
6356697,13602,20160726,0.051348037
6365913,13602,20160721,0.040903229
6365913,9983,20160727,0.01866749
5868249,8059,20160714,0.075409383
5868249,3429,20160714,0.073735621
6921945,13602,20160723,0.024750777
6943449,11799,20160713,0.018976597
5212893,9983,20160712,0.02357387
7317213,2978,20160727,0.023666436
4964061,3429,20160702,0.061082757
5019357,13602,20160730,0.040903229
4549341,3543,20160709,0.091658256
4549341,3543,20160730,0.091658256
4558557,8059,20160728,0.08300851
4858593,1904,20160711,0.208845708
5672673,785,20160728,0.218921411
5813985,3992,20160715,0.025427917
6652641,1298,20160721,0.090907388
6652641,4785,20160728,0.137426879
5110497,3992,20160723,0.041268854
6196965,13602,20160720,0.040967498
5149413,8059,20160720,0.095733111
5149413,3429,20160727,0.101409245
5149413,9983,20160726,0.063371737
7290597,11184,20160721,0.070624753
5475045,2978,20160727,0.032077132
5475045,10418,20160703,0.016527377
5481189,9983,20160727,0.013903237
4965093,11069,20160728,0.064360802
4965093,13602,20160705,0.040967498
4965093,8375,20160718,0.040850311
7072485,8059,20160702,0.072679555
7075557,13602,20160715,0.040967498
4992741,8059,20160703,0.072679555
6611685,11894,20160715,0.028815939
6611685,1904,20160715,0.028815939
5041893,9983,20160718,0.013498533
5041893,13602,20160726,0.049949731
6098661,10418,20160727,0.008865444
6894309,13602,20160716,0.040967498
6894309,6393,20160717,0.147684822
4541157,10418,20160710,0.015632183
4541157,2978,20160704,0.283036322
5862117,4727,20160724,0.131772274
5862117,13602,20160723,0.017093885
6138597,11799,20160722,0.014532845
4848357,13602,20160710,0.030171839
4848357,5224,20160725,0.182460279
5517033,10438,20160704,0.036927699
7092969,6927,20160730,0.103817526
6865641,10418,20160706,0.008865444
6865641,2978,20160716,0.017645717
6865641,13602,20160723,0.030123974
6865641,10438,20160710,0.028809602
6349545,2978,20160719,0.038513888
6349545,10418,20160712,0.019908019
7145193,13602,20160713,0.024167026
4275945,13602,20160724,0.114914264
4285161,7233,20160730,0.095827606
4810473,10438,20160704,0.0642854
4810473,2978,20160731,0.023666436
4810473,13602,20160711,0.017121411
4345581,9983,20160701,0.02357387
5396205,13602,20160706,0.024790323
5396205,10438,20160711,0.033773996
4367085,9983,20160718,0.007730577
4468461,1904,20160704,0.034908156
4468461,4277,20160702,0.028722443
6827757,13602,20160716,0.06367965
4225773,3221,20160710,0.119581583
5543661,2978,20160706,0.032077132
5543661,10418,20160703,0.016527377
4502253,13602,20160706,0.041928457
5552877,8181,20160704,0.041580989
4253421,9983,20160710,0.008640581
6612717,7083,20160726,0.111039685
6612717,11799,20160718,0.014532845
6879981,13602,20160713,0.024750777
6901485,10438,20160706,0.041304479
4290285,2978,20160716,0.038867644
5343981,13602,20160714,0.040903229
6151917,613,20160717,0.048874143
4582125,4727,20160731,0.210014889
6958833,11799,20160714,0.017465269
6958833,9983,20160721,0.009848369
6958833,13602,20160729,0.030910545
6212337,13602,20160723,0.035550512
5496561,10418,20160721,0.008865444
7075569,8059,20160707,0.08300851
5776113,13602,20160728,0.040967498
4209393,10418,20160713,0.025695159
7103217,13602,20160724,0.030403104
6863601,13602,20160715,0.030123974
7127793,13602,20160725,0.040903229
7127793,9983,20160725,0.013722982
7152369,9822,20160704,0.024310229
6135537,10418,20160703,0.013075631
6135537,2978,20160728,0.034371284
4323057,3903,20160722,0.062290485
5655285,3429,20160723,0.061082757
5722869,8059,20160729,0.091930996
6546165,9983,20160727,0.008559489
4982517,13602,20160720,0.09970865
6042357,13602,20160724,0.017156521
7102197,8596,20160722,0.021224053
7102197,11799,20160722,0.021243572
5016309,13602,20160705,0.040967498
5016309,9983,20160713,0.007743144
6856437,9983,20160719,0.007759175
6856437,10775,20160714,0.049060926
6856437,13602,20160715,0.040967498
6079221,12306,20160709,0.075847735
4782837,8059,20160705,0.094944617
4782837,3429,20160728,0.072081946
4782837,13602,20160705,0.040967498
4297461,9983,20160706,0.018955178
6231801,3565,20160731,0.028676098
7282425,13602,20160705,0.030403104
4947705,9983,20160727,0.030352813
4947705,13602,20160711,0.059238382
6311673,13602,20160711,0.040967498
4219641,13602,20160722,0.017093885
5273337,13602,20160701,0.051348037
6876921,5239,20160701,0.242737288
4800249,3429,20160707,0.073735621
4800249,9983,20160704,0.012144885
4800249,13602,20160707,0.017093885
4800249,8059,20160706,0.073721158
5085945,9989,20160722,0.059726562
5085945,13602,20160728,0.193778015
4308729,13602,20160723,0.141609305
5101305,11145,20160703,0.217790514
4321017,13602,20160705,0.041554707
5131005,9983,20160704,0.02357387
5131005,9983,20160713,0.02357387
5131005,13602,20160715,0.051348037
4670205,2601,20160718,0.024170622
6780669,10418,20160717,0.008865444
4697853,2978,20160721,0.017645717
6034173,10418,20160715,0.010612135
4731645,4277,20160709,0.033859576
4731645,12429,20160726,0.0608377
4731645,12429,20160729,0.0608377
5785341,10438,20160704,0.041304479
5785341,13602,20160704,0.017093885
7112445,6609,20160730,0.122631548
7112445,6609,20160703,0.122631548
7112445,8911,20160720,0.122631548
7112445,6609,20160702,0.122631548
7112445,8911,20160720,0.122631548
7112445,6609,20160720,0.122631548
6067965,10418,20160722,0.012142713
4501245,9983,20160718,0.013903237
5551869,13602,20160721,0.040903229
7133949,1069,20160725,0.199150178
7133949,1069,20160712,0.199150178
7133949,1069,20160730,0.199150178
4553469,10792,20160718,0.047261653
5883645,4289,20160710,0.247079875
4644609,3561,20160711,0.106411616
5999361,8059,20160724,0.073721158
6552321,10418,20160721,0.010612135
5793537,13602,20160724,0.040903229
4223745,13602,20160702,0.030171839
4749057,3429,20160707,0.152278295
4749057,10418,20160704,0.03089215
4749057,12093,20160717,0.065160318
4749057,13320,20160727,0.217897308
4749057,13602,20160702,0.079021956
6868737,12890,20160727,0.088452976
5861121,13602,20160715,0.017093885
4294401,10298,20160714,0.029408031
4570881,3429,20160717,0.103895183
4570881,8059,20160717,0.094944617
4376325,10418,20160704,0.016527377
6287109,9983,20160723,0.022341743
6287109,785,20160730,0.434900432
6287109,1904,20160719,0.109248517
6287109,13602,20160710,0.367105793
7088901,2978,20160731,0.032077132
7119621,13602,20160726,0.051348037
7119621,9983,20160728,0.02357387
6072069,13602,20160711,0.051348037
5325573,2197,20160710,0.0816116
6397701,13602,20160728,0.036187572
6397701,785,20160725,0.102858401
6422277,2978,20160717,0.038513888
7035657,6883,20160726,0.109994859
5201673,10418,20160714,0.008865444
6796041,10438,20160717,0.028809602
4455177,13602,20160712,0.030171839
5530377,13602,20160720,0.030232887
4492041,8182,20160701,0.220205063
4504329,13602,20160704,0.040903229
6126345,2601,20160721,0.027999272
6153993,1271,20160706,0.105306926
6976269,11918,20160704,0.135708425
6478605,13602,20160724,0.040903229
6478605,10438,20160702,0.037574678
6761229,13602,20160726,0.040903229
7028493,13602,20160724,0.087141238
5722893,11239,20160716,0.027768016
4724493,1879,20160706,0.041367748
4205325,8059,20160704,0.08300851
6573837,10418,20160711,0.012142713
6573837,13602,20160711,0.030123974
6573837,2978,20160710,0.023666436
6856461,9983,20160725,0.00844507
5292813,10418,20160712,0.016527377
5292813,2978,20160715,0.032077132
5305101,13602,20160724,0.041342822
5851917,13602,20160711,0.017282206
5851917,2978,20160724,0.034311051
5867277,9914,20160709,0.0816116
6962961,3429,20160721,0.072395313
6962961,13602,20160704,0.041342822
6962961,9983,20160714,0.011365904
6962961,8059,20160712,0.074345841
6253329,3652,20160704,0.494407774
4714257,13602,20160724,0.041219089
6594321,8059,20160711,0.075409383
6594321,3429,20160706,0.073735621
6594321,9983,20160720,0.007730577
4809489,10418,20160706,0.008865444
6388497,12846,20160714,0.029460121
6929169,785,20160726,0.16330778
5401365,9983,20160727,0.011259524
5401365,13602,20160726,0.040967498
4897557,10438,20160712,0.040866339
4897557,13602,20160711,0.041342822
7017237,5631,20160718,0.076285205
7017237,3429,20160706,0.118458061
6786837,3429,20160711,0.061082757
6786837,8059,20160702,0.08300851
6525717,13602,20160725,0.040903229
6808341,13602,20160703,0.114914264
6319893,13602,20160728,0.032102702
6878997,12735,20160717,0.093692947
4839189,7851,20160703,0.091416639
4578069,13602,20160705,0.040573698
4578069,5761,20160729,0.089161647
7204629,13602,20160725,0.040903229
4592409,10418,20160706,0.019908019
4355865,10438,20160701,0.033773996
4355865,13602,20160723,0.040903229
5437209,3429,20160705,0.103895183
5437209,8059,20160724,0.062240567
5437209,9983,20160722,0.011241315
6232857,13602,20160725,0.017254426
7298841,12593,20160729,0.160182785
7298841,8059,20160704,0.100172898
4199193,10418,20160716,0.012142713
7089945,13602,20160705,0.024981402
5271321,10418,20160727,0.013056099
4758297,8059,20160706,0.08300851
4758297,3429,20160706,0.081180889
6374169,9983,20160726,0.020236632
5099289,13602,20160728,0.041342822
5099289,11799,20160719,0.017883406
4889373,13204,20160709,0.168666388
4400925,908,20160721,0.337159025
4400925,11195,20160723,0.041016033
4400925,13181,20160714,0.034229395
4400925,12429,20160726,0.060129581
4671261,12846,20160721,0.042224866
5758749,3429,20160718,0.073735621
5758749,8059,20160718,0.08300851
5758749,10887,20160721,0.060012508
6327069,13602,20160706,0.051348037
6327069,9983,20160706,0.02357387
5589789,13602,20160704,0.030451398
6655773,11463,20160705,0.06156482
6169377,13602,20160724,0.040967498
6178593,2565,20160714,0.093567994
5143329,1904,20160710,0.028815939
4636449,9287,20160728,0.066603236
7269153,13602,20160704,0.040903229
6771489,10418,20160710,0.012865231
6771489,9983,20160701,0.023793796
6832929,2601,20160723,0.023458436
7106337,10418,20160716,0.016527377
6611745,13602,20160718,0.041342822
6107937,6740,20160723,0.258163744
6107937,9983,20160703,0.015240346
6147873,2978,20160726,0.023666436
6469413,13602,20160724,0.040903229
6220581,9983,20160720,0.012441945
6493989,10418,20160705,0.019908019
6493989,10438,20160716,0.037574678
6493989,13602,20160728,0.030171839
4924197,13602,20160723,0.176660277
4924197,2490,20160731,0.080568277
4991781,13602,20160727,0.041342822
4991781,9983,20160706,0.008688409
7096101,2978,20160712,0.023666436
5000997,3992,20160726,0.041646818
5529381,10438,20160711,0.028809602
5529381,13602,20160711,0.017093885
6583077,11799,20160720,0.012059672
6583077,11799,20160725,0.012059672
6583077,2902,20160720,0.036713792
6583077,11667,20160724,0.023724483
5541669,10438,20160713,0.042130847
5541669,10418,20160710,0.013605149
5541669,13398,20160727,0.218258195
6082341,11799,20160722,0.012079192
6116133,10418,20160731,0.008883777
6116133,2978,20160711,0.017681883
4309797,10418,20160701,0.013075631
4583205,6903,20160731,0.139992532
5119785,11121,20160717,0.137018661
5645097,8170,20160730,0.065246223
4864809,8479,20160714,0.0699469
4864809,8479,20160703,0.0699469
6446889,10418,20160701,0.019908019
6446889,13602,20160728,0.051348037
4619049,13602,20160704,0.041619955
4619049,9983,20160701,0.008714622
6311721,2978,20160704,0.032077132
6311721,10418,20160704,0.016527377
6339369,13602,20160725,0.040903229
7190313,148,20160701,0.129863749
4344621,3429,20160716,0.058616726
4344621,8059,20160703,0.08034012
4347693,2601,20160710,0.016084605
4347693,13602,20160722,0.017093885
4894509,13602,20160717,0.309148081
5468973,10418,20160703,0.008865444
7333677,13602,20160701,0.024750777
4458285,11743,20160712,0.12182911
4458285,13602,20160723,0.040903229
4458285,3429,20160706,0.118458061
4750125,1595,20160714,0.244616685
4750125,10867,20160721,0.244616685
6854445,13602,20160705,0.040967498
6596397,8,20160728,0.027898721
6879021,13602,20160702,0.040903229
4277037,9248,20160712,0.1702677
4277037,9983,20160705,0.011241315
4547373,5412,20160729,0.216979047
6141741,13602,20160718,0.040903229
7228209,10438,20160707,0.028809602
5139249,13602,20160717,0.030123974
6226737,10418,20160722,0.019908019
7329585,12429,20160727,0.081366551
7329585,11943,20160727,0.039317997
7329585,3992,20160711,0.039317997
6051633,10438,20160725,0.032149019
6051633,13602,20160716,0.028686968
5025585,13602,20160723,0.024167026
4779825,3594,20160711,0.033952511
6094641,9553,20160708,0.106508999
6386481,11799,20160725,0.012173519
6386481,12465,20160730,0.058146941
5087025,4060,20160731,0.094628206
5096241,13602,20160710,0.040903229
5900085,10438,20160713,0.033773996
4606773,10119,20160721,0.097844682
4606773,13602,20160704,0.024205662
4877109,8426,20160719,0.143792948
4877109,13602,20160711,0.114914264
4364085,13602,20160717,0.040967498
7027509,13602,20160724,0.040903229
4944693,3686,20160717,0.034947678
4944693,3686,20160711,0.034947678
4990773,10438,20160722,0.033785359
4990773,13602,20160718,0.03235631
5264181,9829,20160730,0.028744969
5264181,8994,20160702,0.102676873
5264181,13602,20160724,0.030232887
5801781,11799,20160711,0.017184684
7159605,2601,20160723,0.019702071
5086005,8059,20160701,0.074345841
5086005,3429,20160702,0.072395313
5086005,9983,20160701,0.012579672
6661941,13602,20160725,0.04127799
6661941,9983,20160725,0.011076301
5641017,12323,20160720,0.104380458
5641017,13602,20160726,0.041342822
4860729,9983,20160728,0.009665544
4860729,13602,20160715,0.024392348
4372281,13602,20160703,0.030403104
7259961,9983,20160714,0.011259524
7026489,3429,20160728,0.102067068
6808377,8921,20160722,0.124442757
5250873,13602,20160724,0.040967498
4525881,13602,20160720,0.049949731
5576505,13602,20160717,0.04127799
5585721,807,20160703,0.171534233
5585721,3594,20160728,0.034020941
4575033,1904,20160729,0.105781955
4575033,6329,20160729,0.105781955
4575033,8012,20160729,0.111318656
4587321,3429,20160705,0.118458061
4587321,10418,20160720,0.008865444
4859709,10418,20160707,0.016527377
4598589,9983,20160711,0.011259524
4598589,3429,20160717,0.061082757
4598589,12713,20160706,0.108045437
4598589,8059,20160710,0.108045437
4598589,12713,20160706,0.108045437
4881213,13602,20160730,0.017254426
6982461,12846,20160730,0.028967943
4653885,13602,20160703,0.024790323
5729085,785,20160729,0.103528948
7059261,3429,20160705,0.118458061
5759805,7083,20160726,0.23303988
7099197,13602,20160705,0.030451398
5848893,13602,20160709,0.04127799
5851965,10418,20160711,0.010612135
6134589,13602,20160704,0.024392348
6134589,10438,20160710,0.028500061
6134589,10418,20160702,0.016501509
7242561,14,20160726,0.064035108
7242561,12350,20160716,0.09359266
5408577,13602,20160711,0.017282206
5408577,10438,20160711,0.028500061
4917057,1505,20160720,0.048487222
6539073,13602,20160722,0.025479291
6539073,3429,20160710,0.080310163
6539073,8059,20160710,0.061923389
4981569,13602,20160725,0.030171839
5270337,9983,20160704,0.008702028
5285697,9983,20160713,0.007816564
4502337,8059,20160704,0.075409383
4502337,3429,20160704,0.061082757
4803393,13602,20160701,0.051348037
6379329,2978,20160710,0.039464544
6907713,13602,20160724,0.024750777
5602113,13602,20160704,0.051225983
5602113,9983,20160729,0.009771165
4827969,13602,20160723,0.030614533
4827969,3992,20160730,0.018841843
6958917,13602,20160724,0.040903229
7247685,8391,20160729,0.10071318
5954373,11799,20160713,0.014556308
6233925,9983,20160720,0.020871323
5757765,13602,20160712,0.040903229
4719429,3429,20160728,0.101409245
4719429,9983,20160713,0.069585833
4719429,8059,20160713,0.095733111
5539653,13602,20160731,0.040903229
6341445,13602,20160722,0.027439649
6866757,3992,20160726,0.057543848
6866757,13602,20160705,0.040967498
5628741,13602,20160710,0.030232887
5628741,9967,20160718,0.027277641
5628741,6653,20160718,0.027277641
7231305,13602,20160723,0.040967498
7231305,9983,20160711,0.011033193
4896585,13602,20160727,0.040903229
6232905,9983,20160730,0.018815011
5713737,13602,20160723,0.040903229
6804297,9967,20160726,0.035377154
6804297,6653,20160726,0.035377154
6835017,6353,20160706,0.050855566
4245321,2978,20160729,0.029069576
6094665,11799,20160714,0.017648833
6881097,3429,20160706,0.11665775
6881097,13602,20160705,0.033580806
4297545,13320,20160730,0.088901772
4297545,9983,20160703,0.011013059
4297545,13602,20160703,0.114914264
4342605,8059,20160730,0.094944617
4342605,3429,20160730,0.073735621
4625229,9983,20160703,0.013745157
4625229,13602,20160725,0.040967498
5678925,10438,20160712,0.040377987
5678925,2978,20160714,0.038513888
5251917,13602,20160725,0.04127799
5251917,6940,20160705,0.065870319
4990797,1904,20160706,0.034908156
4990797,11894,20160706,0.034908156
4990797,8059,20160702,0.074345841
4990797,3429,20160718,0.079895766
4990797,9983,20160718,0.015352213
6840141,10418,20160704,0.010897294
5064525,4741,20160731,0.021954697
5064525,4277,20160731,0.028722443
6958929,13181,20160731,0.045321154
6464337,785,20160725,0.143753156
6513489,1540,20160713,0.140177757
6780753,13602,20160717,0.024167026
5263185,3992,20160708,0.018536319
4215633,8059,20160719,0.08300851
4215633,3429,20160719,0.073735621
5272401,10438,20160704,0.041304479
5272401,13602,20160724,0.040903229
6602577,13602,20160726,0.040967498
4796241,9983,20160716,0.037554949
5431125,13700,20160712,0.294500995
6229845,785,20160726,0.076587044
6257493,2978,20160718,0.032077132
5480277,13602,20160723,0.030420645
6272853,8499,20160728,0.159228348
4773717,5091,20160702,0.22451186
6887253,9983,20160715,0.012559354
5141337,13602,20160725,0.056073687
6978393,9983,20160720,0.013722982
6978393,13602,20160727,0.040903229
6219609,12938,20160715,0.046351214
6219609,12938,20160720,0.046351214
6219609,1904,20160708,0.037352931
4665177,9983,20160717,0.011303373
4665177,13602,20160709,0.040967498
7024473,13602,20160711,0.040903229
5215065,10418,20160713,0.016527377
5285721,4277,20160717,0.058657349
5835609,11799,20160714,0.012079192
4797273,1904,20160708,0.03458914
6379353,12679,20160701,0.806934483
5857113,12807,20160708,0.358038969
5857113,12807,20160730,0.358038969
5857113,12807,20160719,0.358038969
5857113,12807,20160726,0.358038969
5857113,12807,20160722,0.358038969
5857113,12807,20160705,0.358038969
5611353,6873,20160706,0.125000664
4350813,10418,20160713,0.019908019
5152605,13602,20160725,0.040967498
5991261,8181,20160730,0.065214018
5991261,8181,20160709,0.065214018
5991261,3992,20160726,0.038025874
4955997,8059,20160726,0.083167298
7321437,8499,20160721,0.201338039
7084893,7117,20160725,0.120090309
5011293,13602,20160727,0.040903229
6888285,10418,20160701,0.016527377
6909789,10438,20160701,0.039949265
